_id,company_name,admin_id,sector_type,country,city,currency,company_logo,baseline_year,targets,created_at,updated_at
6908587c6cafa76c72e26c47,Cetizion,,,,,,default-logo.png,,,2025-11-03T07:23:40.992000,2025-12-26T08:50:44.829000
