category,product_name,user_spend,user_spend_unit,_id,company_id,site_id,user_id,manager_id,frequency,year,month,emission_factor,emission_factor_unit,calculated_emission,name,notes,source,approved,approved_by,created_at,updated_at
Chemicals & Plastics,HDPE Plastic Granules,550.0,INR,6908989ce999654b29bec530,6908587c6cafa76c72e26c47,690859986cafa76c72e26dd8,690859ba6cafa76c72e26dde,,yearly,2025,Select Month,,,27.5,HDPE Plastic Granules,Imported from Google Sheets with custom mapping,Google Sheets Import (Custom Mapping),pending,,2025-11-03T11:57:16.109000,2025-11-03T11:57:16.109000
